UID,Category,Subcategory,ItemName,Margin,SellPrice
9213664,Sauces,Cooking Sauce,Cooking Sauce_9,0.29,14
9217269,Sauces,Cooking Sauce,Cooking Sauce_10,0.29,26
9201533,Sauces,Mustard Sauce,Mustard Sauce_1,0.29,64
9207049,Sauces,Mustard Sauce,Mustard Sauce_2,0.26,49
9200770,Sauces,Spcialized Sauce,Spcialized Sauce_1,0.28,49
9206314,Sauces,Spcialized Sauce,Spcialized Sauce_2,0.28,49
9215302,Sauces,Spcialized Sauce,Spcialized Sauce_3,0.28,51
9215372,Sauces,Spcialized Sauce,Spcialized Sauce_4,0.25,51
9202989,Sauces,Tomato Base,Tomato Base_1,0.27,54
9203024,Sauces,Tomato Base,Tomato Base_2,0.28,49
9203031,Sauces,Tomato Base,Tomato Base_3,0.29,30
9203143,Sauces,Tomato Base,Tomato Base_4,0.29,32
9203157,Sauces,Tomato Base,Tomato Base_5,0.27,33
9204368,Sauces,Tomato Base,Tomato Base_6,0.29,24
9204431,Sauces,Tomato Base,Tomato Base_7,0.27,49
9207910,Sauces,Tomato Base,Tomato Base_8,0.26,94
9208232,Sauces,Tomato Base,Tomato Base_9,0.29,64
9208239,Sauces,Tomato Base,Tomato Base_10,0.3,64
9208246,Sauces,Tomato Base,Tomato Base_11,0.3,94
9208253,Sauces,Tomato Base,Tomato Base_12,0.3,94
9208267,Sauces,Tomato Base,Tomato Base_13,0.3,18
9208379,Sauces,Tomato Base,Tomato Base_14,0.28,59
9213692,Sauces,Tomato Base,Tomato Base_15,0.29,49
9214455,Sauces,Tomato Base,Tomato Base_16,0.25,53
9215295,Sauces,Tomato Base,Tomato Base_17,0.26,49
9215309,Sauces,Tomato Base,Tomato Base_18,0.28,49
9215316,Sauces,Tomato Base,Tomato Base_19,0.3,58
9215365,Sauces,Tomato Base,Tomato Base_20,0.28,94
9216289,Sauces,Tomato Base,Tomato Base_21,0.29,60
9216653,Sauces,Tomato Base,Tomato Base_22,0.25,65
9216660,Sauces,Tomato Base,Tomato Base_23,0.27,42
9217199,Sauces,Tomato Base,Tomato Base_24,0.25,61
9217206,Sauces,Tomato Base,Tomato Base_25,0.26,49
9217234,Sauces,Tomato Base,Tomato Base_26,0.28,49
9217248,Sauces,Tomato Base,Tomato Base_27,0.26,73
9217500,Sauces,Tomato Base,Tomato Base_28,0.3,49
9217955,Sauces,Tomato Base,Tomato Base_29,0.3,69
9217962,Sauces,Tomato Base,Tomato Base_30,0.26,49
9217969,Sauces,Tomato Base,Tomato Base_31,0.27,61
9218046,Sauces,Tomato Base,Tomato Base_32,0.3,97
9218095,Sauces,Tomato Base,Tomato Base_33,0.25,49
101176,Savories,Aloo Bhujia,Aloo Bhujia_1,0.12,35
109415,Savories,Aloo Bhujia,Aloo Bhujia_2,0.13,28
113083,Savories,Aloo Bhujia,Aloo Bhujia_3,0.16,35
106258,Savories,Bridge,Bridge_1,0.15,10
111536,Savories,Bridge,Bridge_2,0.12,35
111907,Savories,Bridge,Bridge_3,0.16,20
112845,Savories,Bridge,Bridge_4,0.16,35
112880,Savories,Bridge,Bridge_5,0.14,10
113041,Savories,Bridge,Bridge_6,0.12,9
113062,Savories,Bridge,Bridge_7,0.12,20
113139,Savories,Bridge,Bridge_8,0.13,20
101442,Savories,Dal,Dal_1,0.12,35
101449,Savories,Dal,Dal_2,0.12,35
103003,Savories,Dal,Dal_3,0.15,64
103031,Savories,Dal,Dal_4,0.16,35
103038,Savories,Dal,Dal_5,0.13,31
103052,Savories,Dal,Dal_6,0.13,31
103073,Savories,Dal,Dal_7,0.13,33
103080,Savories,Dal,Dal_8,0.13,62
106377,Savories,Dal,Dal_9,0.12,35
106531,Savories,Dal,Dal_10,0.16,35
109429,Savories,Dal,Dal_11,0.13,29
112873,Savories,Dal,Dal_12,0.13,33
105103,Savories,Extruded,Extruded_1,0.12,10
105110,Savories,Extruded,Extruded_2,0.16,10
111060,Savories,Extruded,Extruded_3,0.12,35
111417,Savories,Extruded,Extruded_4,0.13,35
111830,Savories,Extruded,Extruded_5,0.16,35
112089,Savories,Extruded,Extruded_6,0.16,35
113090,Savories,Extruded,Extruded_7,0.12,32
101456,Savories,Lachcha,Lachcha_1,0.13,101
101190,Savories,Mixture,Mixture_1,0.15,35
101218,Savories,Mixture,Mixture_2,0.15,35
102569,Savories,Mixture,Mixture_3,0.14,35
102583,Savories,Mixture,Mixture_4,0.15,35
102590,Savories,Mixture,Mixture_5,0.12,35
102597,Savories,Mixture,Mixture_6,0.14,35
102933,Savories,Mixture,Mixture_7,0.16,35
102940,Savories,Mixture,Mixture_8,0.15,42
102947,Savories,Mixture,Mixture_9,0.13,82
102954,Savories,Mixture,Mixture_10,0.14,35
102961,Savories,Mixture,Mixture_11,0.15,35
102996,Savories,Mixture,Mixture_12,0.16,60
103024,Savories,Mixture,Mixture_13,0.13,35
103381,Savories,Mixture,Mixture_14,0.15,35
103388,Savories,Mixture,Mixture_15,0.13,31
104844,Savories,Mixture,Mixture_16,0.15,35
105446,Savories,Mixture,Mixture_17,0.12,28
106160,Savories,Mixture,Mixture_18,0.13,82
109408,Savories,Mixture,Mixture_19,0.12,27
109436,Savories,Mixture,Mixture_20,0.16,27
109443,Savories,Mixture,Mixture_21,0.14,53
109450,Savories,Mixture,Mixture_22,0.14,53
110955,Savories,Mixture,Mixture_23,0.12,33
112866,Savories,Mixture,Mixture_24,0.14,30
112971,Savories,Mixture,Mixture_25,0.13,60
113153,Savories,Mixture,Mixture_26,0.14,31
113314,Savories,Mixture,Mixture_27,0.16,35
103066,Savories,Nuts,Nuts_1,0.13,32
103332,Savories,Nuts,Nuts_2,0.13,35
103339,Savories,Nuts,Nuts_3,0.16,35
103346,Savories,Nuts,Nuts_4,0.15,35
103535,Savories,Nuts,Nuts_5,0.13,188
103542,Savories,Nuts,Nuts_6,0.16,35
105418,Savories,Nuts,Nuts_7,0.15,35
106419,Savories,Nuts,Nuts_8,0.15,35
106489,Savories,Nuts,Nuts_9,0.14,35
106496,Savories,Nuts,Nuts_10,0.13,35
109422,Savories,Nuts,Nuts_11,0.12,28
112068,Savories,Nuts,Nuts_12,0.16,35
113160,Savories,Nuts,Nuts_13,0.15,32
106902,Savories,Popcorn,Popcorn_1,0.13,35
106909,Savories,Popcorn,Popcorn_2,0.12,10
109947,Savories,Popcorn,Popcorn_3,0.14,10
109961,Savories,Popcorn,Popcorn_4,0.16,10
109982,Savories,Popcorn,Popcorn_5,0.16,35
110010,Savories,Popcorn,Popcorn_6,0.13,15
111228,Savories,Popcorn,Popcorn_7,0.14,10
111235,Savories,Popcorn,Popcorn_8,0.13,10
111242,Savories,Popcorn,Popcorn_9,0.15,10
111249,Savories,Popcorn,Popcorn_10,0.15,35
111256,Savories,Popcorn,Popcorn_11,0.16,35
112481,Savories,Popcorn,Popcorn_12,0.16,5
112565,Savories,Popcorn,Popcorn_13,0.16,5
102639,Savories,Potato Chip,Potato Chip_1,0.13,88
102646,Savories,Potato Chip,Potato Chip_2,0.13,88
102653,Savories,Potato Chip,Potato Chip_3,0.13,35
102660,Savories,Potato Chip,Potato Chip_4,0.14,39
105166,Savories,Potato Chip,Potato Chip_5,0.15,10
105180,Savories,Potato Chip,Potato Chip_6,0.14,10
105194,Savories,Potato Chip,Potato Chip_7,0.14,35
110094,Savories,Potato Chip,Potato Chip_8,0.15,20
110101,Savories,Potato Chip,Potato Chip_9,0.16,10
110108,Savories,Potato Chip,Potato Chip_10,0.16,10
110962,Savories,Potato Chip,Potato Chip_11,0.14,35
110969,Savories,Potato Chip,Potato Chip_12,0.16,58
110976,Savories,Potato Chip,Potato Chip_13,0.14,35
111795,Savories,Potato Chip,Potato Chip_14,0.16,20
111914,Savories,Potato Chip,Potato Chip_15,0.12,20
112579,Savories,Potato Chip,Potato Chip_16,0.14,24
112586,Savories,Potato Chip,Potato Chip_17,0.16,35
112593,Savories,Potato Chip,Potato Chip_18,0.12,24
112656,Savories,Potato Chip,Potato Chip_19,0.14,35
112698,Savories,Potato Chip,Potato Chip_20,0.12,20
112705,Savories,Potato Chip,Potato Chip_21,0.15,20
112817,Savories,Potato Chip,Potato Chip_22,0.13,19
113048,Savories,Potato Chip,Potato Chip_23,0.15,10
113055,Savories,Potato Chip,Potato Chip_24,0.13,35
113195,Savories,Potato Chip,Potato Chip_25,0.12,50
104949,Savories,Regional Namkeen,Regional Namkeen_1,0.16,35
106384,Savories,Regional Namkeen,Regional Namkeen_2,0.14,35
106482,Savories,Regional Namkeen,Regional Namkeen_3,0.14,35
106517,Savories,Regional Namkeen,Regional Namkeen_4,0.15,35
106524,Savories,Regional Namkeen,Regional Namkeen_5,0.14,35
111200,Savories,Regional Namkeen,Regional Namkeen_6,0.14,35
112824,Savories,Regional Namkeen,Regional Namkeen_7,0.13,35
101183,Savories,Sev Bhujia,Sev Bhujia_1,0.14,35
104914,Savories,Sev Bhujia,Sev Bhujia_2,0.13,35
109457,Savories,Sev Bhujia,Sev Bhujia_3,0.15,53
109464,Savories,Sev Bhujia,Sev Bhujia_4,0.16,99
111186,Savories,Sev Bhujia,Sev Bhujia_5,0.15,60
112810,Savories,Sev Bhujia,Sev Bhujia_6,0.14,35
112859,Savories,Sev Bhujia,Sev Bhujia_7,0.12,31
9203514,Tea Coffee,Cocoa Powder,Cocoa Powder_1,0.15,64
9217150,Tea Coffee,Cocoa Powder,Cocoa Powder_2,0.12,99
9214742,Tea Coffee,Dairy Whiteners,Dairy Whiteners_1,0.13,108
9215491,Tea Coffee,Dairy Whiteners,Dairy Whiteners_2,0.15,44
9203192,Tea Coffee,Instant Coffee,Instant Coffee_1,0.12,99
9203199,Tea Coffee,Instant Coffee,Instant Coffee_2,0.14,142
9209135,Tea Coffee,Instant Coffee,Instant Coffee_3,0.15,50
9209191,Tea Coffee,Instant Coffee,Instant Coffee_4,0.12,50
9210661,Tea Coffee,Instant Coffee,Instant Coffee_5,0.14,44
9214658,Tea Coffee,Instant Coffee,Instant Coffee_6,0.16,137
9216149,Tea Coffee,Instant Coffee,Instant Coffee_7,0.12,74
9216156,Tea Coffee,Instant Coffee,Instant Coffee_8,0.12,74
9216163,Tea Coffee,Instant Coffee,Instant Coffee_9,0.16,99
9216191,Tea Coffee,Instant Coffee,Instant Coffee_10,0.13,69
9217164,Tea Coffee,Instant Coffee,Instant Coffee_11,0.14,72
9217185,Tea Coffee,Instant Coffee,Instant Coffee_12,0.12,40
9200658,Tea Coffee,Leaf Tea,Leaf Tea_1,0.14,40
9200665,Tea Coffee,Leaf Tea,Leaf Tea_2,0.15,75
9201057,Tea Coffee,Leaf Tea,Leaf Tea_3,0.12,99
9203598,Tea Coffee,Leaf Tea,Leaf Tea_4,0.13,99
9203738,Tea Coffee,Leaf Tea,Leaf Tea_5,0.15,238
9204130,Tea Coffee,Leaf Tea,Leaf Tea_6,0.12,28
9205292,Tea Coffee,Leaf Tea,Leaf Tea_7,0.15,117
9205299,Tea Coffee,Leaf Tea,Leaf Tea_8,0.14,180
9205306,Tea Coffee,Leaf Tea,Leaf Tea_9,0.15,58
9205537,Tea Coffee,Leaf Tea,Leaf Tea_10,0.13,53
9209142,Tea Coffee,Leaf Tea,Leaf Tea_11,0.13,81
9209205,Tea Coffee,Leaf Tea,Leaf Tea_12,0.14,99
9209219,Tea Coffee,Leaf Tea,Leaf Tea_13,0.14,99
9209513,Tea Coffee,Leaf Tea,Leaf Tea_14,0.15,99
9214224,Tea Coffee,Leaf Tea,Leaf Tea_15,0.12,165
9214231,Tea Coffee,Leaf Tea,Leaf Tea_16,0.15,47
9214672,Tea Coffee,Leaf Tea,Leaf Tea_17,0.15,90
9215141,Tea Coffee,Leaf Tea,Leaf Tea_18,0.16,99
9215148,Tea Coffee,Leaf Tea,Leaf Tea_19,0.13,124
9216002,Tea Coffee,Leaf Tea,Leaf Tea_20,0.13,125
9216079,Tea Coffee,Leaf Tea,Leaf Tea_21,0.13,144
9216170,Tea Coffee,Leaf Tea,Leaf Tea_22,0.13,68
9216177,Tea Coffee,Leaf Tea,Leaf Tea_23,0.13,62
9216184,Tea Coffee,Leaf Tea,Leaf Tea_24,0.12,39
9216688,Tea Coffee,Leaf Tea,Leaf Tea_25,0.12,125
9216702,Tea Coffee,Leaf Tea,Leaf Tea_26,0.13,99
9216709,Tea Coffee,Leaf Tea,Leaf Tea_27,0.13,72
9216716,Tea Coffee,Leaf Tea,Leaf Tea_28,0.12,99
9217122,Tea Coffee,Leaf Tea,Leaf Tea_29,0.15,99
9217129,Tea Coffee,Leaf Tea,Leaf Tea_30,0.16,230
9217143,Tea Coffee,Leaf Tea,Leaf Tea_31,0.13,160
9217276,Tea Coffee,Leaf Tea,Leaf Tea_32,0.14,131
9217290,Tea Coffee,Leaf Tea,Leaf Tea_33,0.15,296
9217304,Tea Coffee,Leaf Tea,Leaf Tea_34,0.14,160
9217570,Tea Coffee,Leaf Tea,Leaf Tea_35,0.16,50
9217584,Tea Coffee,Leaf Tea,Leaf Tea_36,0.13,252
9217605,Tea Coffee,Leaf Tea,Leaf Tea_37,0.15,241
9217948,Tea Coffee,Leaf Tea,Leaf Tea_38,0.14,65
9217983,Tea Coffee,Leaf Tea,Leaf Tea_39,0.12,33
9200672,Tea Coffee,Speciality Tea,Speciality Tea_1,0.16,99
9200679,Tea Coffee,Speciality Tea,Speciality Tea_2,0.14,69
9200686,Tea Coffee,Speciality Tea,Speciality Tea_3,0.15,45
9201050,Tea Coffee,Speciality Tea,Speciality Tea_4,0.16,99
9203206,Tea Coffee,Speciality Tea,Speciality Tea_5,0.14,97
9203213,Tea Coffee,Speciality Tea,Speciality Tea_6,0.12,99
9203605,Tea Coffee,Speciality Tea,Speciality Tea_7,0.12,99
9203612,Tea Coffee,Speciality Tea,Speciality Tea_8,0.14,99
9203619,Tea Coffee,Speciality Tea,Speciality Tea_9,0.13,99
9203626,Tea Coffee,Speciality Tea,Speciality Tea_10,0.14,99
9203633,Tea Coffee,Speciality Tea,Speciality Tea_11,0.15,99
9203640,Tea Coffee,Speciality Tea,Speciality Tea_12,0.16,99
9208806,Tea Coffee,Speciality Tea,Speciality Tea_13,0.16,84
9208813,Tea Coffee,Speciality Tea,Speciality Tea_14,0.14,99
9208820,Tea Coffee,Speciality Tea,Speciality Tea_15,0.13,40
9208827,Tea Coffee,Speciality Tea,Speciality Tea_16,0.16,99
9208834,Tea Coffee,Speciality Tea,Speciality Tea_17,0.16,99
9208841,Tea Coffee,Speciality Tea,Speciality Tea_18,0.12,50
9208855,Tea Coffee,Speciality Tea,Speciality Tea_19,0.13,104
9208862,Tea Coffee,Speciality Tea,Speciality Tea_20,0.15,99
9209926,Tea Coffee,Speciality Tea,Speciality Tea_21,0.16,99
9209933,Tea Coffee,Speciality Tea,Speciality Tea_22,0.15,99
9209940,Tea Coffee,Speciality Tea,Speciality Tea_23,0.16,99
9209947,Tea Coffee,Speciality Tea,Speciality Tea_24,0.16,99
9209954,Tea Coffee,Speciality Tea,Speciality Tea_25,0.13,99
9209961,Tea Coffee,Speciality Tea,Speciality Tea_26,0.13,99
9215806,Tea Coffee,Speciality Tea,Speciality Tea_27,0.15,99
9217262,Tea Coffee,Speciality Tea,Speciality Tea_28,0.13,29
